order_id,product_id,region,quantity,revenue,order_date
ORD-017381,P3,South,3,252.4,2024-04-03
ORD-017382,P3,West,2,194.05,2024-02-23
ORD-017383,P2,East,3,29.54,2024-10-07
ORD-017384,P1,South,1,198.6,2024-11-19
ORD-017385,P1,North,2,196.72,2024-12-13
ORD-017386,P4,West,3,322.12,2024-02-03
ORD-017387,P1,West,4,489.56,2024-11-07
ORD-017388,P1,West,3,40.5,2024-01-24
ORD-017389,P4,South,1,83.95,2024-06-15
ORD-017390,P3,East,2,65.18,2024-10-26
ORD-017391,P3,West,1,182.23,2024-02-13
ORD-017392,P2,West,1,129.33,2024-01-06
ORD-017393,P1,West,2,399.0,2024-10-12
ORD-017394,P3,East,1,279.72,2024-09-22
ORD-017395,P2,South,4,50.26,2024-11-16
ORD-017396,P3,North,1,386.78,2024-07-24
ORD-017397,P1,South,4,27.45,2024-09-30
ORD-017398,P2,East,3,266.87,2024-05-26
ORD-017399,P1,North,2,280.38,2024-05-12
ORD-017400,P3,East,3,376.89,2024-09-25
ORD-017401,P2,West,1,91.9,2024-05-23
ORD-017402,P2,East,4,471.14,2024-07-05
ORD-017403,P3,West,3,49.55,2024-08-06
ORD-017404,P3,South,3,469.3,2024-11-08
ORD-017405,P2,West,4,159.64,2024-08-21
ORD-017406,P4,West,1,326.17,2024-07-19
ORD-017407,P2,North,3,328.2,2024-04-13
ORD-017408,P2,South,1,153.37,2024-08-06
ORD-017409,P3,East,1,382.35,2024-09-12
ORD-017410,P1,West,3,171.65,2024-11-03
ORD-017411,P3,East,2,303.9,2024-09-20
ORD-017412,P3,East,1,464.51,2024-08-09
ORD-017413,P1,South,3,312.12,2024-08-01
ORD-017414,P3,East,1,375.55,2024-05-18
ORD-017415,P1,West,1,492.15,2024-09-03
ORD-017416,P4,North,4,251.23,2024-09-29
ORD-017417,P1,West,1,318.12,2024-09-16
ORD-017418,P1,North,3,24.41,2024-09-15
ORD-017419,P2,East,2,363.99,2024-02-20
ORD-017420,P4,South,4,423.56,2024-01-07
ORD-017421,P4,North,1,147.09,2024-11-22
ORD-017422,P3,North,2,31.98,2024-11-03
ORD-017423,P1,South,4,122.17,2024-05-16
ORD-017424,P2,North,2,76.8,2024-07-24
ORD-017425,P4,North,2,396.95,2024-12-01
ORD-017426,P1,South,1,282.04,2024-06-14
ORD-017427,P4,South,3,102.68,2024-09-27
ORD-017428,P2,South,4,104.58,2024-07-18
ORD-017429,P1,West,4,167.57,2024-03-13
ORD-017430,P4,North,2,213.12,2024-04-16
ORD-017431,P1,South,1,239.38,2024-02-08
ORD-017432,P2,South,3,28.55,2024-12-18
ORD-017433,P1,South,4,275.67,2024-12-03
ORD-017434,P3,East,2,382.62,2024-02-05
ORD-017435,P1,North,1,102.55,2024-04-03
ORD-017436,P1,North,3,209.82,2024-12-14
ORD-017437,P3,North,4,385.32,2024-10-09
ORD-017438,P5,East,3,373.11,2024-02-02
ORD-017439,P1,South,3,345.88,2024-04-22
ORD-017440,P3,West,2,403.1,2024-02-08
ORD-017441,P5,North,1,193.8,2024-09-12
ORD-017442,P2,North,3,78.97,2024-03-10
ORD-017443,P3,East,1,165.25,2024-12-05
ORD-017444,P5,West,2,147.46,2024-03-24
ORD-017445,P4,North,3,143.97,2024-03-11
ORD-017446,P2,South,3,190.92,2024-02-22
ORD-017447,P4,South,2,39.08,2024-02-19
ORD-017448,P4,North,2,165.57,2024-08-19
ORD-017449,P3,South,4,47.95,2024-09-14
ORD-017450,P3,East,4,482.79,2024-12-13
ORD-017451,P5,South,4,301.88,2024-10-11
ORD-017452,P5,East,4,70.27,2024-06-12
ORD-017453,P5,South,4,138.97,2024-05-02
ORD-017454,P4,East,4,315.65,2024-07-11
ORD-017455,P2,West,1,243.62,2024-02-24
ORD-017456,P1,North,4,189.31,2024-09-08
ORD-017457,P1,North,4,435.62,2024-08-19
ORD-017458,P5,North,4,111.23,2024-07-26
ORD-017459,P2,West,1,298.68,2024-01-19
ORD-017460,P1,East,3,346.29,2024-06-22
ORD-017461,P2,West,2,497.32,2024-04-12
ORD-017462,P1,South,2,27.72,2024-03-13
ORD-017463,P3,West,2,286.83,2024-12-15
ORD-017464,P3,South,2,31.14,2024-12-23
ORD-017465,P2,West,4,58.11,2024-11-24
ORD-017466,P4,East,1,199.23,2024-04-22
ORD-017467,P3,West,4,392.86,2024-06-07
ORD-017468,P5,West,4,14.91,2024-12-14
ORD-017469,P4,North,2,262.59,2024-08-23
ORD-017470,P1,West,2,373.62,2024-04-19
ORD-017471,P2,North,2,420.64,2024-03-20
ORD-017472,P4,East,4,119.64,2024-05-31
ORD-017473,P3,East,3,48.23,2024-12-10
ORD-017474,P4,North,1,395.09,2024-12-18
ORD-017475,P2,East,3,340.73,2024-05-25
ORD-017476,P1,North,3,251.99,2024-08-05
ORD-017477,P4,East,4,316.08,2024-11-09
ORD-017478,P4,South,2,430.34,2024-08-19
ORD-017479,P4,North,1,316.03,2024-10-16
ORD-017480,P3,West,2,116.25,2024-04-30
ORD-017481,P1,South,3,302.13,2024-02-01
ORD-017482,P4,East,2,456.02,2024-01-11
ORD-017483,P4,East,2,146.69,2024-02-16
ORD-017484,P4,West,4,164.68,2024-06-12
ORD-017485,P1,East,1,473.07,2024-06-25
ORD-017486,P4,East,2,493.26,2024-09-21
ORD-017487,P4,South,3,252.97,2024-10-29
ORD-017488,P5,South,1,113.94,2024-01-18
ORD-017489,P3,North,4,253.39,2024-10-07
ORD-017490,P4,West,3,447.72,2024-08-27
ORD-017491,P3,West,3,209.68,2024-04-08
ORD-017492,P4,North,2,104.28,2024-03-24
ORD-017493,P4,West,4,480.16,2024-12-17
ORD-017494,P4,East,4,267.61,2024-12-09
ORD-017495,P5,North,3,31.78,2024-05-18
ORD-017496,P1,North,4,134.34,2024-11-15
ORD-017497,P4,East,4,162.26,2024-11-13
ORD-017498,P4,West,2,434.93,2024-09-28
ORD-017499,P3,North,2,91.57,2024-01-09
ORD-017500,P3,West,2,338.91,2024-05-21
ORD-017501,P4,South,3,147.72,2024-01-31
ORD-017502,P3,West,2,188.86,2024-04-27
ORD-017503,P3,South,3,101.53,2024-02-29
ORD-017504,P5,South,1,432.65,2024-09-10
ORD-017505,P4,South,1,162.83,2024-11-30
ORD-017506,P2,East,4,447.39,2024-02-06
ORD-017507,P5,South,4,491.22,2024-06-15
ORD-017508,P2,South,4,291.88,2024-10-20
ORD-017509,P1,South,4,270.28,2024-02-25
ORD-017510,P5,South,2,163.0,2024-06-15
ORD-017511,P2,East,3,404.18,2024-01-08
ORD-017512,P2,South,3,13.65,2024-10-06
ORD-017513,P2,South,2,417.44,2024-08-24
ORD-017514,P3,West,4,421.72,2024-01-20
ORD-017515,P1,East,3,286.22,2024-06-16
ORD-017516,P1,West,1,372.2,2024-07-23
ORD-017517,P2,South,4,388.12,2024-11-17
ORD-017518,P2,West,1,29.24,2024-12-09
ORD-017519,P1,West,1,267.06,2024-02-17
ORD-017520,P5,North,3,431.74,2024-03-21
ORD-017521,P3,East,1,472.1,2024-08-16
ORD-017522,P1,West,2,109.87,2024-05-28
ORD-017523,P1,West,2,289.45,2024-01-18
ORD-017524,P5,South,1,26.53,2024-02-03
ORD-017525,P2,South,4,255.47,2024-06-06
ORD-017526,P1,South,3,187.43,2024-04-05
ORD-017527,P4,South,2,379.69,2024-12-04
ORD-017528,P5,West,3,168.3,2024-06-04
ORD-017529,P2,North,3,343.61,2024-06-24
ORD-017530,P4,South,2,405.38,2024-08-09
ORD-017531,P3,West,4,44.89,2024-07-08
ORD-017532,P1,East,4,110.05,2024-08-07
ORD-017533,P4,East,3,164.8,2024-10-01
ORD-017534,P5,South,2,434.14,2024-11-19
ORD-017535,P5,West,1,246.46,2024-10-22
ORD-017536,P1,South,4,84.89,2024-07-20
ORD-017537,P3,East,3,90.95,2024-11-02
ORD-017538,P4,North,2,173.84,2024-10-12
ORD-017539,P1,North,2,329.74,2024-08-02
ORD-017540,P5,South,4,449.52,2024-01-25
ORD-017541,P1,South,3,103.39,2024-12-22
ORD-017542,P2,South,1,425.95,2024-02-13
ORD-017543,P5,South,3,149.11,2024-12-17
ORD-017544,P3,North,3,347.35,2024-05-12
ORD-017545,P4,South,1,440.61,2024-08-03
ORD-017546,P3,North,4,250.84,2024-07-09
ORD-017547,P4,East,1,333.47,2024-02-06
ORD-017548,P1,West,1,199.97,2024-10-11
ORD-017549,P4,East,4,407.63,2024-01-21
ORD-017550,P1,South,1,361.63,2024-03-20
ORD-017551,P1,East,3,413.71,2024-04-10
ORD-017552,P3,West,2,405.82,2024-12-17
ORD-017553,P3,North,3,313.12,2024-12-09
ORD-017554,P1,North,1,333.48,2024-08-04
ORD-017555,P4,South,3,481.39,2024-12-03
ORD-017556,P2,South,1,328.8,2024-03-11
ORD-017557,P5,North,3,484.79,2024-05-05
ORD-017558,P1,South,2,12.73,2024-06-27
ORD-017559,P2,East,4,162.36,2024-08-19
ORD-017560,P2,West,3,299.57,2024-06-10
ORD-017561,P3,South,1,492.78,2024-04-17
ORD-017562,P3,North,3,145.83,2024-06-24
ORD-017563,P1,North,3,129.27,2024-08-12
ORD-017564,P3,East,2,443.28,2024-08-03
ORD-017565,P5,West,4,70.52,2024-08-24
ORD-017566,P1,West,2,51.13,2024-03-18
ORD-017567,P2,South,4,113.7,2024-06-12
ORD-017568,P3,South,2,449.52,2024-10-03
ORD-017569,P4,East,4,444.93,2024-10-05
ORD-017570,P1,North,3,355.66,2024-12-21
ORD-017571,P2,East,2,392.69,2024-06-27
ORD-017572,P2,West,3,386.8,2024-09-24
ORD-017573,P4,East,4,210.54,2024-05-06
ORD-017574,P1,East,3,218.33,2024-03-16
ORD-017575,P4,East,3,262.78,2024-12-11
ORD-017576,P3,North,3,134.98,2024-10-17
ORD-017577,P2,East,4,81.22,2024-07-26
ORD-017578,P5,North,1,434.45,2024-02-09
ORD-017579,P5,West,1,440.41,2024-04-11
ORD-017580,P5,East,2,141.93,2024-12-23
ORD-017581,P5,North,1,200.87,2024-12-28
ORD-017582,P2,South,4,351.67,2024-01-19
ORD-017583,P5,North,4,21.68,2024-07-27
ORD-017584,P1,South,4,113.14,2024-09-17
ORD-017585,P2,East,3,105.57,2024-09-05
ORD-017586,P3,West,4,168.66,2024-04-14
ORD-017587,P4,South,1,112.24,2024-07-25
ORD-017588,P3,South,2,446.12,2024-12-30
ORD-017589,P3,North,1,172.88,2024-11-20
ORD-017590,P2,East,4,13.04,2024-06-07
ORD-017591,P3,South,1,345.62,2024-01-20
ORD-017592,P3,East,1,179.89,2024-01-14
ORD-017593,P3,East,1,443.43,2024-11-30
ORD-017594,P3,North,2,308.9,2024-05-18
ORD-017595,P4,West,4,103.7,2024-07-13
ORD-017596,P2,South,4,133.79,2024-02-07
ORD-017597,P1,North,3,117.53,2024-12-03
ORD-017598,P2,East,4,458.8,2024-08-24
ORD-017599,P3,South,4,70.5,2024-04-08
ORD-017600,P1,East,3,410.76,2024-10-24
ORD-017601,P1,North,1,102.1,2024-12-30
ORD-017602,P5,West,4,152.97,2024-11-08
ORD-017603,P2,West,2,199.02,2024-06-23
ORD-017604,P4,South,4,122.52,2024-11-20
ORD-017605,P1,North,3,283.21,2024-05-27
ORD-017606,P5,East,4,100.61,2024-02-21
ORD-017607,P2,North,4,68.0,2024-11-08
ORD-017608,P2,South,2,365.21,2024-05-01
ORD-017609,P4,South,1,129.63,2024-05-03
ORD-017610,P2,North,3,40.97,2024-06-18
ORD-017611,P3,North,2,223.12,2024-09-03
ORD-017612,P4,West,3,191.78,2024-03-27
ORD-017613,P1,East,1,219.31,2024-08-15
ORD-017614,P1,South,2,150.55,2024-12-27
ORD-017615,P4,North,4,113.67,2024-09-09
ORD-017616,P2,North,2,231.11,2024-08-22
ORD-017617,P5,East,2,196.61,2024-08-20
ORD-017618,P5,East,4,30.63,2024-02-07
ORD-017619,P5,North,1,351.52,2024-07-03
ORD-017620,P5,East,3,310.93,2024-12-27
ORD-017621,P5,East,1,240.18,2024-02-03
ORD-017622,P2,North,3,345.37,2024-02-09
ORD-017623,P5,North,1,30.33,2024-09-11
ORD-017624,P2,North,1,201.17,2024-05-22
ORD-017625,P3,North,1,44.23,2024-10-19
ORD-017626,P1,North,2,381.9,2024-05-16
ORD-017627,P5,West,2,198.46,2024-05-24
ORD-017628,P3,West,2,16.49,2024-12-03
ORD-017629,P5,West,4,242.09,2024-09-16
ORD-017630,P2,West,1,387.15,2024-04-04
ORD-017631,P2,South,3,26.33,2024-10-25
ORD-017632,P3,South,1,181.04,2024-11-11
ORD-017633,P5,East,1,10.07,2024-02-17
ORD-017634,P3,West,4,320.36,2024-07-10
ORD-017635,P4,East,1,255.01,2024-02-08
ORD-017636,P2,East,4,51.06,2024-05-25
ORD-017637,P4,West,2,102.12,2024-02-13
ORD-017638,P4,West,4,305.86,2024-10-27
ORD-017639,P5,East,4,86.21,2024-09-23
ORD-017640,P1,West,4,267.07,2024-08-06
ORD-017641,P2,East,1,224.47,2024-09-25
ORD-017642,P1,East,4,118.14,2024-11-06
ORD-017643,P3,West,3,446.44,2024-06-17
ORD-017644,P4,East,2,284.34,2024-05-25
ORD-017645,P4,East,4,456.46,2024-12-04
ORD-017646,P4,West,4,68.86,2024-01-13
ORD-017647,P4,East,3,11.92,2024-04-09
ORD-017648,P5,South,2,435.35,2024-10-19
ORD-017649,P5,South,3,257.45,2024-11-17
ORD-017650,P3,South,4,307.12,2024-06-09
ORD-017651,P5,West,2,84.52,2024-12-19
ORD-017652,P1,West,3,271.01,2024-03-23
ORD-017653,P4,South,3,290.44,2024-03-29
ORD-017654,P3,South,3,431.15,2024-01-17
ORD-017655,P5,East,3,360.93,2024-05-07
ORD-017656,P3,South,2,97.04,2024-02-07
ORD-017657,P1,East,1,189.88,2024-05-03
ORD-017658,P4,North,4,393.86,2024-05-19
ORD-017659,P5,East,4,373.84,2024-09-25
ORD-017660,P1,North,3,374.34,2024-10-01
ORD-017661,P1,South,4,379.09,2024-03-09
ORD-017662,P4,East,3,47.69,2024-10-01
ORD-017663,P3,South,1,74.18,2024-08-21
ORD-017664,P3,West,4,455.96,2024-08-28
ORD-017665,P1,North,2,305.16,2024-10-22
ORD-017666,P3,South,1,241.69,2024-06-12
ORD-017667,P3,West,3,218.08,2024-10-03
ORD-017668,P5,South,1,54.18,2024-09-14
ORD-017669,P2,North,4,465.2,2024-03-21
ORD-017670,P2,East,3,267.57,2024-11-29
ORD-017671,P1,West,3,151.73,2024-03-12
ORD-017672,P3,West,3,148.69,2024-01-16
ORD-017673,P4,West,1,476.77,2024-03-07
ORD-017674,P2,South,2,382.57,2024-03-29
ORD-017675,P4,West,3,441.19,2024-03-24
ORD-017676,P5,North,3,121.3,2024-06-25
ORD-017677,P1,North,3,424.89,2024-03-06
ORD-017678,P3,West,1,377.14,2024-12-22
ORD-017679,P4,North,2,266.25,2024-12-01
ORD-017680,P1,East,4,491.16,2024-03-06
ORD-017681,P1,East,3,349.31,2024-06-05
ORD-017682,P2,North,3,225.56,2024-06-21
ORD-017683,P1,North,4,260.66,2024-10-01
ORD-017684,P2,North,4,142.44,2024-04-27
ORD-017685,P1,West,1,463.91,2024-10-16
ORD-017686,P5,North,3,31.31,2024-08-25
ORD-017687,P3,East,2,411.41,2024-06-04
ORD-017688,P2,West,1,481.75,2024-10-12
ORD-017689,P4,West,3,250.99,2024-05-30
ORD-017690,P1,South,4,161.23,2024-07-21
ORD-017691,P3,West,3,314.82,2024-05-05
ORD-017692,P4,South,1,430.96,2024-08-25
ORD-017693,P5,West,4,303.86,2024-10-16
ORD-017694,P2,South,4,356.86,2024-09-16
ORD-017695,P3,North,3,191.16,2024-05-15
ORD-017696,P4,East,1,106.22,2024-06-11
ORD-017697,P4,West,1,305.6,2024-03-29
ORD-017698,P1,East,1,365.42,2024-09-28
ORD-017699,P5,North,2,468.68,2024-12-15
ORD-017700,P2,West,4,403.74,2024-12-20
ORD-017701,P2,West,3,116.93,2024-08-26
ORD-017702,P1,West,3,209.2,2024-05-20
ORD-017703,P1,East,3,259.29,2024-07-23
ORD-017704,P2,South,3,423.75,2024-06-30
ORD-017705,P1,North,2,158.31,2024-11-26
ORD-017706,P4,West,4,85.53,2024-09-08
ORD-017707,P3,South,4,488.44,2024-08-06
ORD-017708,P2,East,2,201.21,2024-10-26
ORD-017709,P3,East,4,90.46,2024-08-09
ORD-017710,P4,West,3,481.41,2024-12-07
ORD-017711,P1,South,4,130.44,2024-08-19
ORD-017712,P2,West,4,177.46,2024-09-04
ORD-017713,P5,East,3,146.49,2024-06-24
ORD-017714,P1,North,3,352.75,2024-12-13
ORD-017715,P5,North,2,155.81,2024-12-11
ORD-017716,P5,East,1,140.8,2024-04-15
ORD-017717,P2,South,4,136.03,2024-05-04
ORD-017718,P2,North,4,411.2,2024-06-30
ORD-017719,P2,East,2,316.34,2024-05-30
ORD-017720,P3,West,2,391.25,2024-05-09
ORD-017721,P2,North,2,185.66,2024-06-02
ORD-017722,P4,West,4,42.87,2024-01-27
ORD-017723,P2,East,1,243.29,2024-07-02
ORD-017724,P5,West,1,449.3,2024-07-24
ORD-017725,P5,East,4,274.21,2024-04-23
ORD-017726,P3,South,1,196.6,2024-07-10
ORD-017727,P3,West,3,272.71,2024-04-01
ORD-017728,P1,East,4,216.85,2024-09-11
ORD-017729,P1,West,1,466.45,2024-11-06
ORD-017730,P3,South,1,475.01,2024-07-01
ORD-017731,P3,East,4,153.15,2024-07-10
ORD-017732,P2,East,3,369.82,2024-01-17
ORD-017733,P1,East,4,85.16,2024-08-30
ORD-017734,P5,West,3,374.82,2024-02-01
ORD-017735,P3,East,2,17.85,2024-03-10
ORD-017736,P3,West,2,113.74,2024-08-21
ORD-017737,P3,South,2,310.91,2024-04-19
ORD-017738,P3,North,4,174.83,2024-02-15
ORD-017739,P4,West,1,86.17,2024-12-25
ORD-017740,P4,East,4,104.3,2024-04-30
ORD-017741,P3,South,4,391.76,2024-01-05
ORD-017742,P1,North,4,469.86,2024-08-05
ORD-017743,P5,North,2,351.93,2024-04-22
ORD-017744,P2,South,1,84.25,2024-07-03
ORD-017745,P1,South,3,116.23,2024-07-15
ORD-017746,P1,East,3,291.5,2024-04-07
ORD-017747,P4,South,3,244.9,2024-04-22
ORD-017748,P2,North,1,252.4,2024-08-18
ORD-017749,P1,West,4,243.4,2024-03-17
ORD-017750,P5,South,1,184.01,2024-05-18
ORD-017751,P2,South,4,53.53,2024-10-09
ORD-017752,P5,West,3,255.2,2024-05-20
ORD-017753,P5,South,3,464.24,2024-11-06
ORD-017754,P1,South,2,316.99,2024-12-09
ORD-017755,P4,South,1,305.82,2024-11-05
ORD-017756,P4,West,1,405.35,2024-07-20
ORD-017757,P1,East,3,412.34,2024-01-03
ORD-017758,P2,South,3,153.64,2024-08-06
ORD-017759,P3,South,3,401.27,2024-05-24
ORD-017760,P1,South,4,421.12,2024-11-16
ORD-017761,P4,East,1,238.77,2024-05-01
ORD-017762,P2,North,2,280.45,2024-11-12
ORD-017763,P5,West,1,348.39,2024-05-09
ORD-017764,P5,South,3,387.6,2024-09-19
ORD-017765,P4,East,3,94.42,2024-11-05
ORD-017766,P1,West,4,387.66,2024-08-09
ORD-017767,P1,South,1,39.9,2024-02-23
ORD-017768,P1,East,3,399.08,2024-08-10
ORD-017769,P3,East,4,85.14,2024-02-13
ORD-017770,P4,East,4,183.12,2024-12-21
ORD-017771,P1,South,1,374.13,2024-12-09
ORD-017772,P4,East,3,193.05,2024-11-09
ORD-017773,P1,East,3,38.0,2024-11-08
ORD-017774,P2,South,1,50.53,2024-10-12
ORD-017775,P3,West,3,230.3,2024-03-15
ORD-017776,P5,North,1,303.24,2024-11-05
ORD-017777,P4,West,4,190.11,2024-01-29
ORD-017778,P3,South,4,412.7,2024-09-09
ORD-017779,P1,West,4,389.79,2024-03-31
ORD-017780,P2,North,4,172.86,2024-01-24
ORD-017781,P4,South,1,296.32,2024-04-22
ORD-017782,P1,North,4,315.67,2024-09-19
ORD-017783,P4,West,1,222.87,2024-01-10
ORD-017784,P4,East,3,23.43,2024-08-02
ORD-017785,P4,South,3,370.06,2024-01-31
ORD-017786,P2,East,3,331.66,2024-04-07
ORD-017787,P2,North,4,127.9,2024-05-03
ORD-017788,P1,East,4,268.47,2024-05-26
ORD-017789,P2,East,1,363.46,2024-04-09
ORD-017790,P3,West,2,439.72,2024-07-21
ORD-017791,P1,East,2,413.27,2024-05-22
ORD-017792,P3,South,1,324.56,2024-01-05
ORD-017793,P2,West,3,16.6,2024-11-17
ORD-017794,P3,West,2,393.31,2024-08-17
ORD-017795,P2,West,4,83.38,2024-01-04
ORD-017796,P5,East,2,402.88,2024-07-05
ORD-017797,P2,West,2,326.08,2024-09-05
ORD-017798,P5,East,2,481.0,2024-05-29
ORD-017799,P1,East,4,265.55,2024-12-16
ORD-017800,P1,West,4,234.33,2024-06-02
ORD-017801,P1,East,2,163.39,2024-08-09
ORD-017802,P3,East,2,116.73,2024-11-09
ORD-017803,P5,North,2,37.85,2024-09-28
ORD-017804,P1,North,4,480.64,2024-05-25
ORD-017805,P4,North,3,54.74,2024-06-06
ORD-017806,P4,South,4,98.84,2024-11-27
ORD-017807,P2,North,3,477.26,2024-04-19
ORD-017808,P2,East,4,338.37,2024-12-21
ORD-017809,P5,South,1,78.3,2024-02-26
ORD-017810,P4,North,3,344.85,2024-07-27
ORD-017811,P2,West,1,367.81,2024-09-22
ORD-017812,P5,South,2,247.55,2024-01-28
ORD-017813,P3,East,4,310.97,2024-02-22
ORD-017814,P1,North,3,239.22,2024-03-31
ORD-017815,P5,East,3,49.15,2024-05-27
ORD-017816,P5,West,4,120.29,2024-09-30
ORD-017817,P3,North,1,283.63,2024-07-18
ORD-017818,P4,North,3,63.3,2024-07-04
ORD-017819,P2,East,1,381.08,2024-05-01
ORD-017820,P5,East,3,457.79,2024-03-15
ORD-017821,P2,East,4,129.92,2024-03-14
ORD-017822,P2,South,2,143.7,2024-01-02
ORD-017823,P3,South,4,181.3,2024-09-26
ORD-017824,P2,North,4,357.31,2024-03-10
ORD-017825,P4,North,2,165.69,2024-01-02
ORD-017826,P4,East,4,35.38,2024-06-19
ORD-017827,P3,East,4,140.4,2024-03-31
ORD-017828,P4,East,2,53.52,2024-09-24
ORD-017829,P3,North,1,14.14,2024-12-08
ORD-017830,P5,West,1,70.79,2024-11-17
ORD-017831,P2,East,4,151.83,2024-07-01
ORD-017832,P4,North,2,362.21,2024-05-06
ORD-017833,P3,West,3,366.69,2024-06-05
ORD-017834,P5,East,1,312.34,2024-02-20
ORD-017835,P2,North,2,258.18,2024-01-08
ORD-017836,P1,South,4,38.61,2024-06-11
ORD-017837,P5,North,1,350.6,2024-10-23
ORD-017838,P5,North,1,215.49,2024-05-25
ORD-017839,P4,East,1,159.35,2024-12-11
ORD-017840,P3,North,2,334.75,2024-10-01
ORD-017841,P3,North,1,80.47,2024-11-20
ORD-017842,P4,South,3,385.7,2024-05-31
ORD-017843,P4,East,2,324.25,2024-05-26
ORD-017844,P2,South,2,143.87,2024-11-13
ORD-017845,P1,North,1,161.49,2024-05-08
ORD-017846,P1,East,4,236.04,2024-08-14
ORD-017847,P2,North,2,395.97,2024-06-23
ORD-017848,P4,North,2,141.61,2024-09-02
ORD-017849,P3,East,4,225.65,2024-09-22
ORD-017850,P4,North,1,247.51,2024-11-13
ORD-017851,P3,West,4,361.18,2024-07-07
ORD-017852,P2,West,1,126.83,2024-03-05
ORD-017853,P4,South,4,491.53,2024-10-16
ORD-017854,P4,East,1,40.75,2024-07-07
ORD-017855,P5,North,4,101.1,2024-05-05
ORD-017856,P5,West,3,204.69,2024-04-28
ORD-017857,P2,South,2,242.34,2024-06-10
ORD-017858,P4,West,3,153.45,2024-07-03
ORD-017859,P2,North,2,283.37,2024-11-01
ORD-017860,P5,North,3,330.14,2024-07-10
ORD-017861,P4,North,4,136.18,2024-07-20
ORD-017862,P5,East,2,91.99,2024-05-11
ORD-017863,P2,South,3,430.69,2024-05-25
ORD-017864,P1,North,3,57.21,2024-09-10
ORD-017865,P1,West,2,424.82,2024-05-06
ORD-017866,P3,South,4,457.32,2024-04-08
ORD-017867,P5,West,4,23.37,2024-01-30
ORD-017868,P4,South,2,427.82,2024-05-30
ORD-017869,P5,East,4,227.73,2024-05-16
ORD-017870,P3,West,4,426.83,2024-09-17
ORD-017871,P5,West,2,202.89,2024-04-25
ORD-017872,P5,East,2,172.85,2024-07-18
ORD-017873,P2,East,2,188.38,2024-02-19
ORD-017874,P5,West,1,295.38,2024-01-15
ORD-017875,P1,West,4,411.34,2024-08-07
ORD-017876,P3,South,2,138.81,2024-07-13
ORD-017877,P3,West,2,281.33,2024-10-18
ORD-017878,P2,North,3,154.41,2024-11-14
ORD-017879,P5,East,4,232.32,2024-12-26
ORD-017880,P4,West,3,338.77,2024-05-09
ORD-017881,P1,North,4,187.73,2024-02-11
ORD-017882,P1,West,1,353.65,2024-10-09
ORD-017883,P1,West,1,326.23,2024-09-09
ORD-017884,P2,North,2,58.33,2024-12-12
ORD-017885,P1,West,1,117.6,2024-04-11
ORD-017886,P2,East,2,265.85,2024-09-30
ORD-017887,P4,South,1,67.66,2024-11-27
ORD-017888,P5,South,3,427.06,2024-09-17
ORD-017889,P4,South,4,390.04,2024-05-05
ORD-017890,P3,South,3,362.51,2024-09-29
ORD-017891,P4,South,3,71.67,2024-05-05
ORD-017892,P5,South,3,42.97,2024-07-25
ORD-017893,P1,West,2,445.58,2024-12-12
ORD-017894,P5,North,3,161.33,2024-02-20
ORD-017895,P4,West,3,145.56,2024-11-20
ORD-017896,P2,South,2,174.29,2024-07-02
ORD-017897,P3,South,2,301.42,2024-07-31
ORD-017898,P3,South,1,386.36,2024-02-18
ORD-017899,P1,North,4,139.48,2024-11-03
ORD-017900,P2,East,2,227.3,2024-04-18
ORD-017901,P2,North,2,187.61,2024-07-26
ORD-017902,P1,West,1,134.32,2024-05-04
ORD-017903,P3,West,1,256.62,2024-11-08
ORD-017904,P3,South,4,36.27,2024-09-10
ORD-017905,P2,South,2,133.22,2024-06-22
ORD-017906,P1,South,4,43.12,2024-08-23
ORD-017907,P5,West,1,49.42,2024-11-19
ORD-017908,P4,West,1,16.5,2024-07-07
ORD-017909,P3,North,4,404.59,2024-09-21
ORD-017910,P4,North,3,386.18,2024-05-31
ORD-017911,P2,North,3,167.62,2024-03-11
ORD-017912,P2,South,2,278.66,2024-03-15
ORD-017913,P4,South,3,133.21,2024-08-19
ORD-017914,P4,South,4,28.85,2024-05-31
ORD-017915,P4,South,2,233.97,2024-02-10
ORD-017916,P3,East,2,81.93,2024-05-02
ORD-017917,P1,West,3,255.64,2024-01-25
ORD-017918,P4,West,2,170.03,2024-06-23
ORD-017919,P4,North,1,360.16,2024-06-25
ORD-017920,P3,West,1,294.44,2024-12-27
ORD-017921,P2,East,4,265.34,2024-09-14
ORD-017922,P5,West,1,145.96,2024-07-09
ORD-017923,P2,West,3,120.82,2024-03-02
ORD-017924,P2,North,4,427.67,2024-12-27
ORD-017925,P4,West,4,182.31,2024-04-06
ORD-017926,P3,West,1,74.75,2024-10-28
ORD-017927,P3,West,1,221.38,2024-08-30
ORD-017928,P4,West,3,312.25,2024-03-05
ORD-017929,P2,North,2,35.75,2024-09-09
ORD-017930,P1,South,2,157.92,2024-10-09
ORD-017931,P1,East,3,421.38,2024-06-28
ORD-017932,P5,South,4,470.78,2024-10-18
ORD-017933,P3,East,2,326.47,2024-12-28
ORD-017934,P3,East,1,493.01,2024-08-22
ORD-017935,P2,West,2,70.76,2024-07-31
ORD-017936,P4,North,1,375.53,2024-05-01
ORD-017937,P5,East,3,437.49,2024-04-03
ORD-017938,P4,West,2,329.7,2024-03-14
ORD-017939,P3,West,4,408.47,2024-08-13
